,Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
0,213870122,Chokepoints: American Power in the Age of Economic Warfare,Edward Fishman,"Fishman, Edward",,0593712978,9780593712979,0,4.36,Portfolio,Hardcover,560.0,2025.0,2025.0,,2026/03/22,to-read,to-read (#3145),to-read,,,,0,0
1,6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",,059306173X,9780593061732,0,4.16,Bantam Press,Hardcover,470.0,2009.0,2009.0,,2026/03/21,to-read,to-read (#3144),to-read,,,,0,0
2,39813875,Reinforcement Learning: An Introduction,Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,0262039249,9780262039246,5,4.54,Bradford Books,Hardcover,552.0,2018.0,,2025/06/10,2026/03/21,,,read,,,,1,0
3,10211254,Handbook of Functional MRI Data Analysis,Russell A. Poldrack,"Poldrack, Russell A.","Jeanette Mumford, Thomas M. Nichols",0521517664,9780521517669,5,4.36,Cambridge University Press,Hardcover,238.0,2011.0,2011.0,2025/04/05,2026/03/21,,,read,,,,1,0
4,241131064,처음이라는 도파민,김의경,"김의경, 김의경","김하율, 조영주, 정해연",,9791199242500,3,3.0,마티스블루,Paperback,256.0,2025.0,,2026/03/20,2026/03/21,,,read,,,,1,0
5,20821042,80/20 Running: Run Stronger and Race Faster by Training Slower,Matt Fitzgerald,"Fitzgerald, Matt",Robert Johnson,0451470885,9780451470881,4,3.94,Berkley,Paperback,272.0,2014.0,2014.0,2026/03/15,2026/03/21,,,read,,,,1,0
6,59808605,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,Rachel Aviv,"Aviv, Rachel",,0374600848,9780374600846,3,4.1,"Farrar, Straus and Giroux",Hardcover,288.0,2022.0,2022.0,2026/03/07,2024/07/25,,,read,,,,1,0
7,6745893,The New Executive Brain: Frontal Lobes in a Complex World,Elkhonon Goldberg,"Goldberg, Elkhonon",,0195329406,9780195329407,5,4.12,Oxford University Press,Paperback,334.0,2009.0,2009.0,2026/02/28,2022/09/29,,,read,,,,1,0
8,217288823,시한부,Eun Byeol Baek,"Baek, Eun Byeol",백은별,,9791193647646,2,3.75,바른북스,Paperback,312.0,2024.0,2024.0,2026/02/18,2026/03/21,,,read,,,,1,0
9,198493988,Then I Am Myself the World: What Consciousness Is and How to Expand It,Christof Koch,"Koch, Christof",,1541602803,9781541602809,4,4.0,Basic Books,Hardcover,288.0,2024.0,2024.0,2026/02/16,2025/04/29,,,read,,,,1,0
10,212294438,Shift: Managing Your Emotions—So They Don't Manage You,Ethan Kross,"Kross, Ethan",,0593444418,9780593444412,5,3.84,Crown,Hardcover,288.0,2025.0,,2026/01/29,2026/03/21,,,read,,,,1,0
11,55411738,Projections: A Story of Human Emotions,Karl Deisseroth,"Deisseroth, Karl",,1984853694,9781984853691,4,4.01,Random House,Hardcover,256.0,2021.0,2021.0,2026/02/14,2022/12/10,,,read,,,,1,0
12,55120630,"The Comfort Crisis: Embrace Discomfort To Reclaim Your Wild, Happy, Healthy Self",Michael Easter,"Easter, Michael",,0593138767,9780593138762,5,4.24,Rodale Books,Hardcover,304.0,2021.0,2021.0,2026/01/24,2023/08/04,,,read,,,,1,0
13,240000696,보수 본능,최정균,"최정균, 최정균",,8962626640,9788962626643,4,4.0,동아시아,Paperback,272.0,2025.0,,2026/01/20,2026/03/21,,,read,,,,1,0
14,82664,The Seventeen Traditions,Ralph Nader,"Nader, Ralph",,0061238279,9780061238277,5,3.86,Harper,Hardcover,160.0,2007.0,2007.0,2026/01/18,2023/03/19,,,read,,,,1,0
15,222836622,호감의 시작,희렌최,"희렌최, 희렌최",,,9791193937143,3,2.5,북로망스,Paperback,280.0,2024.0,,,2026/03/21,,,read,,,,0,0
16,62918539,"The World Behind the World: Consciousness, Free Will, and the Limits of Science",Erik Hoel,"Hoel, Erik",,1982159405,9781982159405,4,3.66,Avid Reader Press / Simon & Schuster,Kindle Edition,246.0,2023.0,,2026/01/09,2023/10/26,,,read,,,,1,0
17,36391536,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",Carl Zimmer,"Zimmer, Carl",,1101984597,9781101984598,5,4.15,Dutton,Hardcover,657.0,2018.0,2018.0,2026/01/12,2021/09/13,,,read,,,,1,0
18,51801107,The Cheating Cell: How Evolution Helps Us Understand and Treat Cancer,Athena Aktipis,"Aktipis, Athena",,0691163847,9780691163840,0,4.07,Princeton University Press,Hardcover,224.0,2020.0,,,2026/03/20,to-read,to-read (#3143),to-read,,,,0,0
19,36361120,The Neuroscience of Mindfulness: The Astonishing Science behind How Everyday Hobbies Help You Relax,Stan Rodski,"Rodski, Stan",,146075381X,9781460753811,0,3.63,HarperCollins AU,Paperback,211.0,2023.0,2018.0,,2026/03/06,to-read,to-read (#3142),to-read,,,,0,0
20,7799587,"Anatomy of an Epidemic: Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness in America",Robert  Whitaker,"Whitaker, Robert",,0307452417,9780307452412,0,4.15,Crown,Hardcover,404.0,2010.0,2010.0,,2026/03/06,to-read,to-read (#3141),to-read,,,,0,0
21,25413,Rationality and Freedom,Amartya Sen,"Sen, Amartya",,0674013514,9780674013513,0,4.2,Belknap Press: An Imprint of Harvard University Press,Paperback,752.0,2004.0,2003.0,,2026/03/04,to-read,to-read (#3140),to-read,,,,0,0
22,43263688,Cured: Strengthen Your Immune System and Heal Your Life,Jeffrey Rediger,"Rediger, Jeffrey",,1250193192,9781250193193,0,4.5,Flatiron Books,Hardcover,400.0,2020.0,,,2026/03/03,to-read,to-read (#3139),to-read,,,,0,0
23,188543465,The Trading Game: A Confession,Gary  Stevenson,"Stevenson, Gary",,0593727215,9780593727218,0,4.13,Crown Currency,Hardcover,352.0,2024.0,2024.0,,2026/03/03,to-read,to-read (#3138),to-read,,,,0,0
24,219841613,"We, Programmers: A Chronicle of Coders from Ada to AI (Robert C. Martin Series)",Robert C Martin,"Martin, Robert C",,0135344263,9780135344262,0,3.93,Addison-Wesley Professional,Paperback,480.0,2024.0,,,2026/03/01,to-read,to-read (#3137),to-read,,,,0,0
25,220452594,Aufbruch: Warum Veränderung so schwer fällt und wie sie gelingt,Stefan Klein,"Klein, Stefan",,3104919984,9783104919980,0,3.94,FISCHER E-Books,Kindle Edition,263.0,2025.0,,,2026/02/25,to-read,to-read (#3136),to-read,,,,0,0
26,27539,On Intelligence,Jeff Hawkins,"Hawkins, Jeff",Sandra Blakeslee,0805078533,9780805078534,0,4.11,St. Martin's Griffin,Paperback,261.0,2005.0,2004.0,,2026/02/18,to-read,to-read (#3135),to-read,,,,0,0
27,62191738,The Nature of Complex Networks,Sergey N. Dorogovtsev,"Dorogovtsev, Sergey N.",José F. F. Mendes,0199695113,9780199695119,0,0.0,Oxford University Press,Hardcover,480.0,2022.0,,,2026/02/14,to-read,to-read (#3134),to-read,,,,0,0
28,41650595,The Sleeping Beauties: And Other Stories of Mystery Illness,Suzanne O'Sullivan,"O'Sullivan, Suzanne",,1529010551,9781529010558,0,3.88,Pantheon,Hardcover,336.0,2021.0,2021.0,,2026/02/14,to-read,to-read (#3133),to-read,,,,0,0
29,58988425,Wild Problems: A Guide to the Decisions That Define Us,"Russell ""Russ"" Roberts","Roberts, Russell ""Russ""",,0593418255,9780593418253,0,3.81,Portfolio,Hardcover,224.0,2022.0,2022.0,,2026/02/11,to-read,to-read (#3132),to-read,,,,0,0
30,62018448,Human Being: Reclaim 12 Vital Skills We’re Losing to Technology,Graham Lee,"Lee, Graham",,1789295254,9781789295252,0,3.98,Michael O'Mara,Hardcover,320.0,2024.0,,,2026/02/10,to-read,to-read (#3131),to-read,,,,0,0
31,199700937,La défaite de l'Occident,Emmanuel Todd,"Todd, Emmanuel",,2073041132,9782073041135,0,3.97,Éditions Gallimard,Paperback,384.0,2024.0,2024.0,,2026/02/10,to-read,to-read (#3130),to-read,,,,0,0
32,11455485,Satantango,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,0811217345,9780811217347,0,4.07,New Directions,Hardcover,274.0,2012.0,1985.0,,2026/02/10,to-read,to-read (#3129),to-read,,,,0,0
33,201319612,Magic Pill: The Extraordinary Benefits and Disturbing Risks of the New Weight-Loss Drugs,Johann Hari,"Hari, Johann",,0593728637,9780593728635,0,4.26,Crown,Hardcover,320.0,2024.0,2024.0,,2026/02/01,to-read,to-read (#3128),to-read,,,,0,0
34,207294076,Erasing History: How Fascists Rewrite the Past to Control the Future,Jason F. Stanley,"Stanley, Jason F.",,1668056917,9781668056912,0,4.29,Atria/One Signal Publishers,Hardcover,256.0,2024.0,2024.0,,2026/02/01,to-read,to-read (#3127),to-read,,,,0,0
35,22245552,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,"Hari, Johann",,1620408902,9781620408902,0,4.5,Bloomsbury USA,Hardcover,400.0,2015.0,2015.0,,2026/02/01,to-read,to-read (#3126),to-read,,,,0,0
36,206303798,"Stolen Pride: Loss, Shame, and the Rise of the Right",Arlie Russell Hochschild,"Hochschild, Arlie Russell",,1620976463,9781620976463,0,4.03,The New Press,Hardcover,400.0,2024.0,2024.0,,2026/02/01,to-read,to-read (#3125),to-read,,,,0,0
37,54324876,Gut Feelings: The Microbiome and Our Health,Alessio Fasano,"Fasano, Alessio",Susie Flaherty,0262044277,9780262044271,0,3.93,The MIT Press,Hardcover,552.0,2021.0,,,2026/01/28,to-read,to-read (#3124),to-read,,,,0,0
38,193783092,A Brain for Innovation: The Neuroscience of Imagination and Abstract Thinking,Min W. Jung,"Jung, Min W.",,0231213360,9780231213363,0,3.74,Columbia University Press,Hardcover,240.0,2023.0,,,2026/01/25,to-read,to-read (#3123),to-read,,,,0,0
39,157979418,"Practical Optimism: The Art, Science, and Practice of Exceptional Well-Being",Sue Varma,"Varma, Sue",,0593418948,9780593418949,0,3.92,Avery,Hardcover,336.0,2024.0,2024.0,,2026/01/24,to-read,to-read (#3122),to-read,,,,0,0
40,77264999,I've Been Thinking,Daniel C. Dennett,"Dennett, Daniel C.",,,,0,3.73,W. W. Norton & Company,Kindle Edition,451.0,2023.0,,,2026/01/23,to-read,to-read (#3121),to-read,,,,0,0
41,199798096,Everything Is Predictable: How Bayesian Statistics Explain Our World,Tom  Chivers,"Chivers, Tom",,1668052601,9781668052600,0,4.02,Atria/One Signal Publishers,Hardcover,384.0,2024.0,2024.0,,2026/01/23,to-read,to-read (#3120),to-read,,,,0,0
42,5680626,Feeling Good Together: The Secret of Making Troubled Relationships Work,David D. Burns,"Burns, David D.",,0767920708,9780767920704,0,4.19,Crown Archetype,Hardcover,288.0,2008.0,2008.0,,2026/01/23,to-read,to-read (#3119),to-read,,,,0,0
43,46674,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,0380810336,9780380810338,0,4.06,Harper,Mass Market Paperback,736.0,2008.0,1980.0,,2026/01/23,to-read,to-read (#3118),to-read,,,,0,0
44,176443862,"Cultures of Growth: How the New Science of Mindset Can Transform Individuals, Teams, and Organizations",Mary C. Murphy,"Murphy, Mary C.",Carol S. Dweck,1982172746,9781982172749,0,3.92,Simon & Schuster,Hardcover,352.0,2024.0,,,2026/01/23,to-read,to-read (#3117),to-read,,,,0,0
45,181687288,The Science of Happiness: Seven Lessons for Living Well,Bruce Hood,"Hood, Bruce",,1398526371,9781398526372,0,3.81,Simon & Schuster UK,Kindle Edition,271.0,2024.0,2024.0,,2026/01/21,to-read,to-read (#3116),to-read,,,,0,0
46,216520584,"The Polyvagal Theory Workbook for Trauma: Body-Based Activities to Regulate, Rebalance, and Rewire Your Nervous System Without Reliving the Trauma",Arielle Schwartz,"Schwartz, Arielle",,1648484166,9781648484162,0,4.53,New Harbinger Publications,Paperback,184.0,2025.0,,,2026/01/19,to-read,to-read (#3115),to-read,,,,0,0
47,229111787,"Agentic Artificial Intelligence: Harnessing AI Agents to Reinvent Business, Work and Life",Pascal Bornet,"Bornet, Pascal","Jochen Wirtz, Thomas H. Davenport, David De Cremer, Brian Evergreen, Phil Fersht, Rakesh Gohel, Shail Khiyara, Nandan Mullakara, Pooja Sund",,9798992833614,0,3.93,Irreplaceable Publishing,Kindle Edition,572.0,2025.0,,,2026/01/19,to-read,to-read (#3114),to-read,,,,0,0
48,150778915,The Heart and the Chip: Our Bright Future with Robots,Daniela Rus,"Rus, Daniela",Gregory Mone,1324050233,9781324050230,0,3.53,W. W. Norton & Company,Hardcover,272.0,2024.0,,,2026/01/17,to-read,to-read (#3113),to-read,,,,0,0
49,211399783,"The Thinking Machine: Jensen Huang, Nvidia, and the World's Most Coveted Microchip",Stephen Witt,"Witt, Stephen",,0593832698,9780593832691,0,4.31,Viking,Hardcover,272.0,2025.0,2025.0,,2026/01/17,to-read,to-read (#3112),to-read,,,,0,0
50,199809440,"Supremacy: AI, ChatGPT, and the Race That Will Change the World",Parmy Olson,"Olson, Parmy",,1250337747,9781250337740,0,4.06,St. Martin's Press,Hardcover,336.0,2024.0,2024.0,,2026/01/17,to-read,to-read (#3111),to-read,,,,0,0
51,150065135,A Darwinian Survival Guide: Hope for the Twenty-First Century,Daniel R. Brooks,"Brooks, Daniel R.",Salvatore J. Agosta,026204868X,9780262048682,0,3.78,The MIT Press,Hardcover,360.0,2024.0,,,2026/01/12,to-read,to-read (#3110),to-read,,,,0,0
52,231148075,The Art of Spending Money: Simple Choices for a Richer Life,Morgan Housel,"Housel, Morgan",,0593716620,9780593716625,0,4.15,Portfolio,Hardcover,256.0,2025.0,2025.0,,2026/01/05,to-read,to-read (#3109),to-read,,,,0,0
53,241278293,"Fungi and Human Life: The Molds, Mushrooms, and Medicines That Fill Our World",Nicholas P. Money,"Money, Nicholas P.",,0691238723,9780691238722,0,3.82,Princeton University Press,Paperback,240.0,2026.0,,,2026/01/05,to-read,to-read (#3108),to-read,,,,0,0
54,125152036,Understanding Living Systems (Understanding Life),Raymond Noble,"Noble, Raymond",Denis Noble,1009277367,9781009277365,0,3.84,Cambridge University Press,Paperback,196.0,2023.0,,,2026/01/04,to-read,to-read (#3107),to-read,,,,0,0
55,635150,La vie devant soi,Romain Gary,"Gary, Romain",Émile Ajar,,,4,4.23,Editions Gallimard,Paperback,273.0,1982.0,1975.0,,2025/12/31,,,read,,,,0,0
56,124846656,How to Eat (and Still Lose Weight),Andrew Jenkinson,"Jenkinson, Andrew",,0241627990,9780241627990,4,3.96,Penguin Life,ebook,0.0,2024.0,,,2025/12/31,,,read,,,,0,0
57,58340981,The Social Lives of Animals,Ashley   Ward,"Ward, Ashley",,1541600835,9781541600836,5,4.19,Basic Books,Hardcover,384.0,2022.0,2022.0,,2025/12/31,,,read,,,,0,0
58,48710538,Living Matter: Seeking New Physics in the Biological World,Alexander Levine,"Levine, Alexander",,0691177228,9780691177229,0,3.33,Princeton University Press,Hardcover,288.0,2025.0,,,2025/12/24,to-read,to-read (#3106),to-read,,,,0,0
59,200245952,The Catalyst: RNA and the Quest to Unlock Life's Deepest Secrets,Thomas R. Cech,"Cech, Thomas R.",,1324050683,9781324050681,0,4.29,W. W. Norton & Company,Hardcover,304.0,2024.0,,,2025/12/24,to-read,to-read (#3105),to-read,,,,0,0
60,61613477,Humanly Possible,Sarah Bakewell,"Bakewell, Sarah",,0735223378,9780735223370,0,4.01,Penguin Press,Hardcover,464.0,2023.0,2023.0,,2025/12/22,to-read,to-read (#3104),to-read,,,,0,0
61,61604810,Rethinking Intelligence: A Radical New Understanding of Our Human Potential – The Science of Epigenetics and Growth Mindset with Essential Insights and Tools for Parents,Rina Bliss,"Bliss, Rina",,0063237784,9780063237780,0,3.51,Harper Wave,Hardcover,256.0,2023.0,,,2025/12/17,to-read,to-read (#3103),to-read,,,,0,0
62,60281667,Why We Fight: The Roots of War and the Paths to Peace,Christopher Blattman,"Blattman, Christopher",,1984881574,9781984881571,0,3.93,Viking,Hardcover,400.0,2022.0,,,2025/12/17,to-read,to-read (#3102),to-read,,,,0,0
63,220341389,Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John Green,"Green, John",,0525556575,9780525556572,0,4.34,Crash Course Books,Hardcover,198.0,2025.0,2025.0,,2025/12/17,to-read,to-read (#3101),to-read,,,,0,0
64,36854826,The Republic of Beliefs: A New Approach to Law and Economics,Kaushik Basu,"Basu, Kaushik",,0691177686,9780691177687,0,4.0,Princeton University Press,Hardcover,264.0,2018.0,,,2023/09/27,to-read,to-read (#2281),to-read,,,,0,0
65,221754320,Primal Intelligence: You Are Smarter Than You Know,Angus  Fletcher,"Fletcher, Angus",,0593715306,9780593715307,0,3.81,Avery,Hardcover,304.0,2025.0,2025.0,,2025/11/18,to-read,to-read (#3100),to-read,,,,0,0
66,214986203,The Age of Diagnosis: How Our Obsession with Medical Labels Is Making Us Sicker,Suzanne O'Sullivan,"O'Sullivan, Suzanne",,0593852915,9780593852910,0,4.12,Thesis,Hardcover,320.0,2025.0,2025.0,,2025/11/13,to-read,to-read (#3099),to-read,,,,0,0
67,178930,The Overworked American: The Unexpected Decline Of Leisure,Juliet B. Schor,"Schor, Juliet B.",,046505434X,9780465054343,0,3.8,Basic Books,Paperback,272.0,1993.0,1992.0,,2023/07/12,to-read,to-read (#1832),to-read,,,,0,0
68,186491509,Metamorphosis: How Insects Are Changing Our World,Erica McAlister,"McAlister, Erica",Adrian Washbourne,1588347672,9781588347671,0,4.24,Smithsonian Books,Hardcover,216.0,2024.0,,,2025/10/31,to-read,to-read (#3098),to-read,,,,0,0
69,60462054,"The Entangled Brain: How Perception, Cognition, and Emotion Are Woven Together",Luiz Pessoa,"Pessoa, Luiz",,0262544601,9780262544603,0,4.06,The MIT Press,Paperback,280.0,2022.0,,,2025/10/18,to-read,to-read (#3097),to-read,,,,0,0
70,219209827,The Shape of Things Unseen: A New Science of Imagination,Adam Zeman,"Zeman, Adam",,1526609738,9781526609731,0,3.73,Bloomsbury Circus,Hardcover,384.0,2025.0,2025.0,,2025/10/13,to-read,to-read (#3096),to-read,,,,0,0
71,666175,Focusing,Eugene T. Gendlin,"Gendlin, Eugene T.",,0553278339,9780553278330,0,3.94,Bantam,Mass Market Paperback,224.0,1982.0,1978.0,,2025/10/05,to-read,to-read (#3095),to-read,,,,0,0
72,45481251,Playing With Movement: How to Explore the Many Dimensions of Physical Health and Performance,Todd R. Hargrove,"Hargrove, Todd R.",,0991542312,9780991542314,5,4.61,Better Movement,Kindle Edition,291.0,2019.0,,2021/09/17,2021/09/26,,,read,,,,1,0
73,2180928,"Epicurus, the extant remains",Epicurus,"Epicurus, Epicurus","Hermann Usener, Cyril Bailey",0883557894,9780883557891,0,4.15,Hyperion Pr,Hardcover,432.0,1980.0,1926.0,,2022/12/18,to-read,to-read (#763),to-read,,,,0,0
74,218726721,Losing Big: America's Reckless Bet on Sports Gambling,Jonathan D. Cohen,"Cohen, Jonathan D.",,,9798987053706,0,3.92,Columbia Global Reports,Paperback,192.0,2025.0,,,2025/09/14,to-read,to-read (#3094),to-read,,,,0,0
75,32714199,The Craving Mind: From Cigarettes to Smartphones to Love – Why We Get Hooked and How We Can Break Bad Habits,Judson Brewer,"Brewer, Judson",Jon Kabat-Zinn,0300223242,9780300223248,0,3.68,Yale University Press,Hardcover,256.0,2017.0,2017.0,,2025/09/01,to-read,to-read (#3093),to-read,,,,0,0
76,61966364,Fire Weather: A True Story from a Hotter World,John Vaillant,"Vaillant, John",,1524732850,9781524732851,0,4.32,Knopf,Hardcover,432.0,2023.0,2023.0,,2025/08/26,to-read,to-read (#3092),to-read,,,,0,0
77,206030411,Tribal: How the Cultural Instincts That Divide Us Can Help Bring Us Together,Michael       Morris,"Morris, Michael",,0735218110,9780735218116,0,3.86,Thesis,Kindle Edition,336.0,2024.0,2024.0,,2025/08/24,to-read,to-read (#3091),to-read,,,,0,0
78,99940735,Money: A Story of Humanity,David McWilliams,"McWilliams, David",,1471195457,9781471195457,0,4.17,Simon & Schuster UK,Kindle Edition,413.0,2024.0,2024.0,,2025/08/24,to-read,to-read (#3090),to-read,,,,0,0
79,181203005,Dear Oliver: An Unexpected Friendship with Oliver Sacks,Susan R. Barry,"Barry, Susan R.",,1891011308,9781891011306,0,4.29,The Experiment,Hardcover,256.0,2024.0,,,2025/08/24,to-read,to-read (#3089),to-read,,,,0,0
80,208618422,How Tyrants Fall: And How Nations Survive,Marcel Dirsus,"Dirsus, Marcel",,1399809512,9781399809511,0,3.92,John Murray,Kindle Edition,274.0,2024.0,2024.0,,2025/08/24,to-read,to-read (#3088),to-read,,,,0,0
81,125231490,Principles of Economics,Saifedean Ammous,"Ammous, Saifedean",,,9798987975510,0,4.39,"Saif House, The",Hardcover,412.0,2023.0,,,2025/08/24,to-read,to-read (#3087),to-read,,,,0,0
82,31142905,The Nature of Consciousness: Essays on the Unity of Mind and Matter,Rupert Spira,"Spira, Rupert","Deepak Chopra, Bernardo Kastrup",1684030005,9781684030002,0,4.41,Sahaja,Paperback,205.0,2017.0,2013.0,,2023/05/31,to-read,to-read (#1654),to-read,,,,0,0
83,58017525,Being Myself,Rupert Spira,"Spira, Rupert",,1684031648,9781684031641,3,4.41,Sahaja,Kindle Edition,101.0,2021.0,2013.0,2024/12/25,2025/01/01,,,read,,,,1,0
84,124020097,The Neuroscience of Intelligence (Cambridge Fundamentals of Neuroscience in Psychology),Richard J. Haier,"Haier, Richard J.",,1009295063,9781009295062,0,4.23,Cambridge University Press,Paperback,332.0,2023.0,2015.0,,2025/02/27,to-read,to-read (#3044),to-read,,,,0,0
85,204058350,The Privileged Few,Clive Hamilton,"Hamilton, Clive",Myra Hamilton,1509559701,9781509559701,0,4.28,Polity,Hardcover,240.0,2024.0,,,2025/08/09,to-read,to-read (#3086),to-read,,,,0,0
86,148014534,The Notebook: A History of Thinking on Paper,Roland   Allen,"Allen, Roland",,1782839151,9781782839156,4,4.31,Profile Books,Kindle Edition,416.0,2023.0,2023.0,2025/07/26,2025/06/26,,,read,,,,1,0
87,209956,The Warren Buffett Way: Investment Strategies of the World's Greatest Investor,Robert G. Hagstrom,"Hagstrom, Robert G.",,0471177504,9780471177500,5,4.19,Wiley,Mass Market Paperback,336.0,1997.0,1994.0,2025/07/12,2025/08/08,,,read,,,,1,0
88,38320131,피프티 피플,Chung Serang,"Serang, Chung",정세랑,8936434241,9788936434243,4,4.34,창비,Paperback,396.0,2016.0,2016.0,2025/06/28,2025/08/08,,,read,,,,1,0
89,17286670,Scarcity: Why Having Too Little Means So Much,Sendhil Mullainathan,"Mullainathan, Sendhil",Eldar Shafir,0805092641,9780805092646,5,3.94,Times Books,Hardcover,304.0,2013.0,2013.0,2025/06/14,2022/11/19,,,read,z`,,,1,0
90,17757977,"Predisposed: Liberals, Conservatives, and the Biology of Political Differences",John R. Hibbing,"Hibbing, John R.","Kevin B. Smith, John R. Alford",0415535875,9780415535878,5,4.0,Routledge,Paperback,304.0,2013.0,2013.0,2025/06/08,2023/01/15,,,read,,,,1,0
91,50403517,"Wiser: The Scientific Roots of Wisdom, Compassion, and What Makes Us Good",Dilip Jeste,"Jeste, Dilip",Scott LaFee,1683644638,9781683644637,5,3.76,St. Martin's Essentials / Sounds True,Hardcover,336.0,2020.0,,2025/06/03,2025/05/09,,,read,,,,1,0
92,213263145,The Ideological Brain: The Radical Science of Flexible Thinking,Leor Zmigrod,"Zmigrod, Leor",,125034459X,9781250344595,5,3.66,Henry Holt and Co.,Hardcover,304.0,2025.0,2025.0,2025/05/30,2025/04/16,,,read,,,,1,0
93,60323990,The Burnout Challenge: Managing People’s Relationships with Their Jobs,Christina Maslach,"Maslach, Christina",Michael P Leiter,0674251016,9780674251014,3,3.57,Harvard University Press,Hardcover,272.0,2022.0,,2025/05/08,2025/08/08,,,read,,,,1,0
94,63934607,The Long View: Why We Need to Transform How the World Sees Time,Richard Fisher,"Fisher, Richard",,1472285212,9781472285218,5,3.95,Wildfire,Hardcover,352.0,2023.0,,2025/04/26,2025/08/08,,,read,,,,1,0
95,201182953,Co-Intelligence: Living and Working with AI,Ethan Mollick,"Mollick, Ethan",,0593716728,9780593716724,4,3.94,Portfolio,Kindle Edition,253.0,2024.0,2024.0,2025/04/05,2025/08/08,,,read,,,,1,0
96,57693656,"Wired for Love: A Neuroscientist's Journey Through Romance, Loss, and the Essence of Human Connection",Stephanie Cacioppo,"Cacioppo, Stephanie",,1250790603,9781250790606,4,4.04,Flatiron Books,Hardcover,224.0,2022.0,2022.0,2025/03/27,2023/01/03,,,read,,,,1,0
97,56850130,Think Bayes: Bayesian Statistics in Python (O'reilly),Allen B. Downey,"Downey, Allen B.",,149208946X,9781492089469,4,3.94,O'Reilly Media,Paperback,335.0,2021.0,2012.0,2025/02/14,2024/12/31,,,read,,,,1,0
98,179311316,Why We Die: The New Science of Aging and the Quest for Immortality,Venki Ramakrishnan,"Ramakrishnan, Venki",,0063113279,9780063113275,5,4.04,William Morrow,Hardcover,320.0,2024.0,2024.0,2025/01/31,2024/05/29,,,read,,,,1,0
99,219520719,The Brain at Rest: How the Art and Science of Doing Nothing Can Improve Your Life,Joseph Jebelli,"Jebelli, Joseph",,0593474643,9780593474648,0,4.05,Dutton,Hardcover,288.0,2025.0,2025.0,,2025/08/08,to-read,to-read (#3085),to-read,,,,0,0
100,34219837,In Pursuit of Memory: The Fight Against Alzheimer's,Joseph Jebelli,"Jebelli, Joseph",,0316360791,9780316360791,0,4.25,"Little, Brown Spark",Hardcover,320.0,2017.0,2017.0,,2025/08/08,to-read,to-read (#3084),to-read,,,,0,0
101,55867876,How the Mind Changed: A Human History of Our Evolving Brain,Joseph Jebelli,"Jebelli, Joseph",,0316424986,9780316424981,0,4.06,"Little, Brown Spark",Hardcover,320.0,2022.0,,,2025/08/08,to-read,to-read (#3083),to-read,,,,0,0
102,204593731,Hope for Cynics: The Surprising Science of Human Goodness,Jamil Zaki,"Zaki, Jamil",,153874306X,9781538743065,0,3.9,Grand Central Publishing,Hardcover,288.0,2024.0,,,2025/08/01,to-read,to-read (#3082),to-read,,,,0,0
103,57822882,Legacy of Violence: A History of the British Empire,Caroline Elkins,"Elkins, Caroline",,0307272427,9780307272423,0,4.25,Knopf,Hardcover,896.0,2022.0,2022.0,,2025/08/01,to-read,to-read (#3081),to-read,,,,0,0
104,93987985,Paranoia: A Psychologist’s Journey Into Extreme Mistrust and Anxiety,Daniel Freeman,"Freeman, Daniel",,0008472602,9780008472603,0,3.79,William Collins,Kindle Edition,322.0,2024.0,,,2025/08/01,to-read,to-read (#3080),to-read,,,,0,0
105,58312063,Before The Big Bang: The Origin of the Universe and What Lies Beyond,Laura Mersini-Houghton,"Mersini-Houghton, Laura",,1328557111,9781328557117,0,4.07,Mariner Books,Hardcover,240.0,2022.0,,,2025/07/30,to-read,to-read (#3079),to-read,,,,0,0
106,49089454,Synchronicity: The Epic Quest to Understand the Quantum Nature of Cause and Effect,Paul Halpern,"Halpern, Paul",,1541673638,9781541673632,0,3.65,Basic Books,Hardcover,304.0,2020.0,,,2025/07/30,to-read,to-read (#3078),to-read,,,,0,0
107,205894433,A Brief History of the World in 47 Borders: Surprising Stories Behind the Lines on Our Maps,Jonn Elledge,"Elledge, Jonn",,189101157X,9781891011573,0,3.97,The Experiment,Hardcover,368.0,2024.0,,,2025/07/30,to-read,to-read (#3077),to-read,,,,0,0
108,208894883,Power Metal: The Race for the Resources That Will Shape the Future,Vince Beiser,"Beiser, Vince",,0593541707,9780593541708,0,4.05,Riverhead Books,Hardcover,272.0,2024.0,2024.0,,2025/07/21,to-read,to-read (#3076),to-read,,,,0,0
