,Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
867,53404242,Nobody's Normal: How Culture Created the Stigma of Mental Illness,Roy Richard  Grinker,"Grinker, Roy Richard",,0393531643,9780393531640,0,4.01,W. W. Norton & Company,Hardcover,448.0,2021.0,2021.0,,2022/11/21,to-read,to-read (#2443),to-read,,,,0,0
868,34523595,Supernormal: The Untold Story of Adversity and Resilience,Meg Jay,"Jay, Meg",,1455559156,9781455559152,0,4.31,Twelve,Hardcover,400.0,2017.0,2017.0,,2022/11/21,to-read,to-read (#2442),to-read,,,,0,0
869,319006,At Home in the Universe: The Search for the Laws of Self-Organization and Complexity,Stuart A. Kauffman,"Kauffman, Stuart A.",,0195111303,9780195111309,0,4.03,Oxford University Press,Paperback,336.0,1996.0,1995.0,,2022/01/09,to-read,to-read (#2441),to-read,,,,0,0
870,50695158,The Lonely Century: How to Restore Human Connection in a World That's Pulling Apart,Noreena Hertz,"Hertz, Noreena",,0593135830,9780593135839,0,3.85,Crown Currency,Hardcover,384.0,2021.0,2021.0,,2022/12/09,to-read,to-read (#2440),to-read,,,,0,0
871,41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,"Glassner, Barry",,0465014909,9780465014903,0,3.7,Basic Books,Paperback,210.0,2000.0,1999.0,,2022/12/09,to-read,to-read (#2439),to-read,,,,0,0
872,28503628,The Attention Merchants: The Epic Scramble to Get Inside Our Heads,Tim Wu,"Wu, Tim",,0385352018,9780385352017,0,4.07,Knopf,Hardcover,403.0,2016.0,2016.0,,2022/01/09,to-read,to-read (#2438),to-read,,,,0,0
873,478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,"Putnam, Robert D.",,0743203046,9780743203043,0,3.85,Touchstone Books by Simon & Schuster,Paperback,544.0,2001.0,2000.0,,2022/01/09,to-read,to-read (#2437),to-read,,,,0,0
874,44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,0735611319,9780735611313,0,4.4,Microsoft Press,Paperback,396.0,2000.0,1999.0,,2022/01/09,to-read,to-read (#2436),to-read,,,,0,0
875,30735,The Complete Essays,Michel de Montaigne,"Montaigne, Michel de",M.A. Screech,0140446044,9780140446043,0,4.23,Penguin Classics,Paperback,1344.0,1993.0,1580.0,,2022/12/09,to-read,to-read (#2435),to-read,,,,0,0
876,25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Charles Duhigg,"Duhigg, Charles",,081299339X,9780812993394,0,3.9,Random House,Hardcover,400.0,2016.0,2016.0,,2022/11/19,to-read,to-read (#2434),to-read,,,,0,0
877,141565,This Is Your Brain on Music,Daniel J. Levitin,"Levitin, Daniel J.",,0525949690,9780525949695,0,3.89,Dutton Adult,Hardcover,314.0,2006.0,2006.0,,2021/09/26,to-read,to-read (#2433),to-read,,,,0,0
878,43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,0385539304,9780385539302,0,4.31,Doubleday Books,Hardcover,450.0,2019.0,2019.0,,2021/09/26,to-read,to-read (#2432),to-read,,,,0,0
879,629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,0060589469,9780060589462,0,3.78,HarperTorch,Mass Market Paperback,540.0,2006.0,1974.0,,2022/12/09,to-read,to-read (#2431),to-read,,,,0,0
880,62093815,Die Illusion der Vernunft,Philipp Sterzer,"Sterzer, Philipp",,355020132X,9783550201325,5,3.67,Ullstein Verlag Gmbh,Hardcover,320.0,2022.0,,2023/11/30,2023/12/31,,,read,,,,1,0
881,16043549,Seeing What Others Don't: The Remarkable Ways We Gain Insights,Gary Klein,"Klein, Gary",,1610392515,9781610392518,4,3.61,PublicAffairs,Hardcover,304.0,2013.0,2013.0,2023/11/30,2023/11/24,,,read,,,,1,0
882,32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,"Sapolsky, Robert M.",,0743202414,9780743202411,5,4.39,Scribner,Paperback,304.0,2002.0,2001.0,2023/11/28,2021/09/26,,,read,,,,1,0
883,49624060,"Explaining Humans: What Science Can Teach Us about Life, Love and Relationships",Camilla Pang,"Pang, Camilla",,0241409608,9780241409602,3,3.47,Viking,Hardcover,239.0,2020.0,2020.0,2023/11/26,2023/12/31,,,read,,,,1,0
884,15893116,"The H Factor of Personality: Why Some People Are Manipulative, Self-Entitled, Materialistic, and Exploitative and Why It Matters for Everyone",Kibeom Lee,"Lee, Kibeom",Michael C. Ashton,1554588340,9781554588343,5,4.03,Wilfrid Laurier University Press,Paperback,212.0,2012.0,2012.0,2023/11/24,2023/10/01,,,read,,,,1,0
885,13623836,Fear: Essential Wisdom for Getting Through the Storm,Thich Nhat Hanh,"Hanh, Thich Nhat",,0062004727,9780062004727,4,4.17,HarperOne,Hardcover,164.0,2012.0,2012.0,2023/11/20,2023/12/31,,,read,,,,1,0
886,211008,Sense and Nonsense: Evolutionary Perspectives on Human Behaviour,Kevin N. Laland,"Laland, Kevin N.",Gillian R. Brown,0198508840,9780198508847,5,3.99,Oxford University Press,Hardcover,384.0,2002.0,2002.0,2023/11/10,2022/07/29,,,read,,,,1,0
887,2074,Kinds of Minds: Toward an Understanding of Consciousness,Daniel C. Dennett,"Dennett, Daniel C.",,0465073514,9780465073511,4,3.82,Basic Books,Paperback,184.0,1997.0,1996.0,2023/11/09,2023/12/31,,,read,,,,1,0
888,55838514,The Science of Science,Dashun Wang,"Wang, Dashun",Albert-László Barabási,1108492665,9781108492669,5,4.09,Cambridge University Press,Hardcover,308.0,2021.0,,2023/11/07,2023/12/31,,,read,,,,1,0
889,53404263,When Brains Dream: Exploring the Science and Mystery of Sleep,Antonio Zadra,"Zadra, Antonio",Robert Stickgold,1324002832,9781324002833,5,3.86,W. W. Norton & Company,Hardcover,336.0,2021.0,2021.0,2023/11/06,2021/09/08,,,read,,,,1,0
890,30008358,Homo Prospectus,Martin E.P. Seligman,"Seligman, Martin E.P.","Peter Railton, Roy F. Baumeister, Chandra Sripada",0199374473,9780199374472,5,4.11,Oxford University Press,Hardcover,400.0,2016.0,,2023/11/05,2022/12/09,,,read,,,,1,0
891,59646620,Be Your Future Self Now: The Science of Intentional Transformation,Benjamin P. Hardy,"Hardy, Benjamin P.",,1401967574,9781401967574,4,4.29,Hay House Business,Hardcover,256.0,2022.0,2022.0,2023/11/04,2023/01/14,,,read,,,,1,0
892,58311980,"Move The Body, Heal The Mind: Overcome Anxiety, Depression, and Dementia and Improve Focus, Creativity, and Sleep",Jennifer Heisz,"Heisz, Jennifer",,0358573408,9780358573401,4,3.81,Harvest,Hardcover,256.0,2022.0,,2023/11/03,2023/12/31,,,read,,,,1,0
893,20344354,"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry",Catherine M. Pittman,"Pittman, Catherine M.",Elizabeth M. Karle,1626251134,9781626251137,4,4.11,New Harbinger Publications,Paperback,232.0,2015.0,2015.0,2023/11/02,2023/10/22,,,read,,,,1,0
894,27867828,"Ultrasociety: How 10,000 Years of War Made Humans the Greatest Cooperators on Earth",Peter Turchin,"Turchin, Peter",,0996139524,9780996139526,5,4.11,Beresta Books,Kindle Edition,274.0,2015.0,2015.0,2023/10/29,2023/01/03,,,read,,,,1,0
895,54304124,Laziness Does Not Exist,Devon  Price,"Price, Devon",,1982140100,9781982140106,5,3.9,Atria Books,Hardcover,256.0,2021.0,2021.0,2023/10/27,2023/03/09,,,read,,,,1,0
896,43439699,Skärmhjärnan,Anders Hansen,"Hansen, Anders",,9174247964,9789174247961,4,3.93,Bonnier Fakta,Hardcover,216.0,2019.0,2019.0,2023/10/25,2023/12/31,,,read,,,,1,0
897,57559387,The Art of Insubordination: How to Dissent and Defy Effectively,Todd Kashdan,"Kashdan, Todd",,0593420888,9780593420881,4,4.0,Avery,Hardcover,288.0,2022.0,2022.0,2023/10/23,2023/01/17,,,read,,,,1,0
898,60062237,"Overcoming Stress-Induced Brain Fog: 10 Simple Ways to Find Focus, Improve Memory, and Feel Grounded",Jill P. Weber,"Weber, Jill P.",,1684039940,9781684039944,3,3.67,New Harbinger Publications,Paperback,200.0,2022.0,,2023/10/20,2023/12/31,,,read,,,,1,0
899,58395061,The Science of Stuck: Breaking Through Inertia to Find Your Path Forward,Britt Frank,"Frank, Britt",Sasha Heinz,0593419448,9780593419441,4,4.02,TarcherPerigee,Hardcover,272.0,2022.0,2022.0,2023/10/19,2023/02/19,,,read,,,,1,0
900,53690819,Förundranseffekten,Katrin Sandberg,"Sandberg, Katrin",Sara Hammarkrantz,9178871123,9789178871124,4,3.34,Bonnier Fakta,Hardcover,160.0,2020.0,2020.0,2023/10/18,2023/12/31,,,read,,,,1,0
901,63843930,"The Happiness Cure: Why You’re Not Built for Constant Happiness, and How to Find a Way Through",Anders Hansen,"Hansen, Anders",,1529199972,9781529199970,4,4.05,Ebury Digital,Kindle Edition,199.0,2023.0,,2023/10/17,2023/10/08,,,read,,,,1,0
902,683539,Why We Do What We Do: Understanding Self-Motivation,Edward L. Deci,"Deci, Edward L.",Richard Flaste,0140255265,9780140255263,5,3.96,Penguin Books,Paperback,240.0,1996.0,1995.0,2023/10/16,2022/12/25,,,read,,,,1,0
903,55304408,세계 종교 둘러보기,오강남,"오강남, 오강남",,8932316724,9788932316727,3,3.0,현암사,Paperback,383.0,2018.0,2013.0,2023/10/12,2023/12/31,,,read,,,,1,0
904,33404917,악마 기자 정의 사제,함세웅,"함세웅, 함세웅",주진우,8994973230,9788994973234,4,4.5,시사IN북,Paperback,300.0,2016.0,2016.0,2023/10/11,2023/12/31,,,read,,,,1,0
905,58089855,World Religions: A Beginner's Guide Questions and Answers for Humanity's 7 Oldest and Largest Faiths,Jill Carroll,"Carroll, Jill",,1648769152,9781648769153,3,4.02,Rockridge Press,Kindle Edition,196.0,2021.0,,2023/10/10,2023/12/31,,,read,,,,1,0
906,36978232,The Death of Truth: Notes on Falsehood in the Age of Trump,Michiko Kakutani,"Kakutani, Michiko",,0525574824,9780525574828,3,3.79,Tim Duggan Books,Hardcover,208.0,2018.0,2018.0,2023/10/09,2023/12/31,,,read,,,,1,0
907,55108349,Liars: Falsehoods and Free Speech in an Age of Deception (Inalienable Rights),Cass R. Sunstein,"Sunstein, Cass R.",,0197545114,9780197545119,3,3.54,Oxford University Press,Hardcover,192.0,2021.0,,2023/10/08,2023/12/31,,,read,,,,1,0
908,79085,Whoever Fights Monsters: My Twenty Years Tracking Serial Killers for the FBI,Robert K. Ressler,"Ressler, Robert K.","Tom Shachtman, Charles  Spicer",0312950446,9780312950446,5,4.06,St. Martin's Paperbacks,Mass Market Paperback,304.0,1993.0,1992.0,2023/10/07,2023/12/31,,,read,,,,1,0
909,60430391,The Psychology of Totalitarianism,Mattias Desmet,"Desmet, Mattias",,1645021726,9781645021728,3,3.98,Chelsea Green Publishing,Hardcover,256.0,2022.0,2023.0,2023/10/06,2023/09/21,,,read,,,,1,0
910,61062892,Your Brain Is Playing Tricks On You: How the Brain Shapes Opinions and Perceptions,Albert Moukheiber,"Moukheiber, Albert",,1915054710,9781915054715,3,3.85,Hero,Kindle Edition,131.0,2022.0,2019.0,2023/10/05,2023/10/03,,,read,,,,1,0
911,58530985,악의 마음을 읽는 자들: 국내 최초 프로파일러의 연쇄살인 추적기,권일용,"권일용, 권일용",고나무,115992225X,9791159922251,4,3.97,알마,Paperback,280.0,2018.0,2018.0,2023/10/03,2023/12/31,,,read,,,,1,0
912,41817520,Know-It-All Society: Truth and Arrogance in Political Culture,Michael Patrick Lynch,"Lynch, Michael Patrick",,1631493612,9781631493614,3,3.79,Liveright,Hardcover,210.0,2019.0,2019.0,2023/10/04,2023/12/31,,,read,,,,1,0
913,35611431,프로파일러 표창원의 사건 추적,표창원,"표창원, 표창원",,,9791157526796,3,2.8,지식의숲,Paperback,280.0,2016.0,2013.0,2023/10/02,2023/12/31,,,read,,,,1,0
914,40175311,Licence to be Bad: How Economics Corrupted Us,Jonathan Aldred,"Aldred, Jonathan",,0241325439,9780241325438,4,4.09,Allen Lane,Hardcover,320.0,2019.0,,2023/09/29,2022/01/09,,,read,,,,1,0
915,45691904,"The Ages of Globalization: Geography, Technology, and Institutions",Jeffrey D. Sachs,"Sachs, Jeffrey D.",,0231193742,9780231193740,5,3.89,Columbia University Press,Hardcover,280.0,2020.0,,2023/09/17,2022/12/16,,,read,,,,1,0
916,85400,The Nature of Economies,Jane Jacobs,"Jacobs, Jane",,0375702431,9780375702433,4,3.8,Knopf Doubleday Publishing Group,Paperback,208.0,2001.0,,2023/09/13,2023/09/04,,,read,,,,1,0
917,53264181,위기의 경제학? 공동체 경제학!,최배근,"최배근, 최배근",,,9791163630210,4,4.0,,Unknown Binding,,,,2023/09/11,2023/12/31,,,read,,,,1,0
918,59056157,The Price of Time,Edward Chancellor,"Chancellor, Edward",,0241569168,9780241569160,5,4.15,Allen Lane,Hardcover,432.0,2022.0,2022.0,2023/09/09,2023/02/02,,,read,,,,1,0
919,39939300,"Rule Makers, Rule Breakers: Tight and Loose Cultures and the Secret Signals that Direct Our Lives",Michele Gelfand,"Gelfand, Michele",,1501152955,9781501152955,4,3.71,Scribner,Kindle Edition,429.0,2018.0,2018.0,2023/09/07,2023/07/04,,,read,,,,1,0
920,39822043,Finding Purpose in a Godless World: Why We Care Even If the Universe Doesn't,MICHAEL SHERMER author of The Moral Arc:,"Arc:, MICHAEL SHERMER author of The Moral",Michael Shermer,1633883868,9781633883864,5,4.05,Prometheus,Kindle Edition,352.0,2018.0,,2023/09/05,2023/01/05,,,read,,,,1,0
921,2740964,On Being Certain: Believing You Are Right Even When You're Not,Robert A. Burton,"Burton, Robert A.",,0312359209,9780312359201,4,3.9,St. Martin's Press,Hardcover,272.0,2008.0,2008.0,2023/09/03,2023/06/25,,,read,,,,1,0
922,34933264,Reproduction in Mammals: The Female Perspective,Virginia Hayssen,"Hayssen, Virginia",Teri J. Orr,1421423154,9781421423159,0,4.0,Johns Hopkins University Press,Hardcover,368.0,2017.0,,,2023/12/22,to-read,to-read (#2430),to-read,,,,0,0
923,199579825,"Brain Science for Lawyers, Judges, and Policymakers",Owen D. Jones,"Jones, Owen D.","Jeffrey D. Schall, Francis X. Shen, Morris B. Hoffman, Anthony D. Wagner",0197748856,9780197748855,0,0.0,Oxford University Press,Hardcover,160.0,2024.0,,,2023/12/22,to-read,to-read (#2429),to-read,,,,0,0
924,16692585,"The Punisher's Brain: The Evolution of Judge and Jury (Cambridge Studies in Economics, Choice, and Society)",Morris B. Hoffman,"Hoffman, Morris B.",,1107038065,9781107038066,0,3.76,Cambridge University Press,Hardcover,368.0,2014.0,2013.0,,2023/12/22,to-read,to-read (#2428),to-read,,,,0,0
925,57397549,Principles of Neural Science,Eric R. Kandel,"Kandel, Eric R.","John D. Koester, Sarah H. Mack, Steven A. Siegelbaum",,,0,4.49,McGraw-Hill Education / Medical,Hardcover,1696.0,2021.0,1981.0,,2023/12/22,to-read,to-read (#2427),to-read,,,,0,0
926,17070430,The Complexity of Greatness: Beyond Talent or Practice,Scott Barry Kaufman,"Kaufman, Scott Barry",,0199794006,9780199794003,0,4.4,Oxford University Press,Hardcover,440.0,2013.0,2013.0,,2023/12/21,to-read,to-read (#2426),to-read,,,,0,0
927,44891071,Our Creative Brains,Dick Swaab,"Swaab, Dick",,,,0,3.76,Atlas Contact,Kindle Edition,800.0,2019.0,2016.0,,2023/12/21,to-read,to-read (#2425),to-read,,,,0,0
928,20616861,We Are Our Brains: From the Womb to Alzheimer's,Dick Swaab,"Swaab, Dick",,0241003725,9780241003725,0,3.91,Allen Lane,Hardcover,448.0,2014.0,2010.0,,2023/12/21,to-read,to-read (#2424),to-read,,,,0,0
929,54286492,A History of the Human Brain,Bret Stetka,"Stetka, Bret",,1643260553,9781643260556,0,4.0,Timber Press,Kindle Edition,272.0,2021.0,2021.0,,2023/12/21,to-read,to-read (#2423),to-read,,,,0,0
930,11346470,Connectome: How the Brain's Wiring Makes Us Who We Are,Sebastian Seung,"Seung, Sebastian",,0547508182,9780547508184,0,3.83,Houghton Mifflin Harcourt Trade,Hardcover,359.0,2012.0,2012.0,,2023/12/21,to-read,to-read (#2422),to-read,,,,0,0
931,29587064,Denying to the Grave: Why We Ignore the Facts That Will Save Us,Sara E. Gorman,"Gorman, Sara E.",Jack M. Gorman,0199396604,9780199396603,0,3.98,Oxford University Press,Hardcover,328.0,2016.0,2016.0,,2023/12/21,to-read,to-read (#2421),to-read,,,,0,0
932,497035,Sudden Influence: How Spontaneous Events Shape Our Lives,Michael Rousell,"Rousell, Michael",,0275993213,9780275993214,0,4.0,Praeger,Hardcover,208.0,2007.0,2007.0,,2023/12/18,to-read,to-read (#2420),to-read,,,,0,0
933,25938483,How Enlightenment Changes Your Brain: The New Science of Transformation,Andrew B. Newberg,"Newberg, Andrew B.",Mark Robert Waldman,1594633452,9781594633454,0,3.91,Avery,Hardcover,288.0,2016.0,2016.0,,2023/12/18,to-read,to-read (#2419),to-read,,,,0,0
934,40337933,Agents and Goals in Evolution,Samir Okasha,"Okasha, Samir",,0198815085,9780198815082,0,4.33,Oxford University Press,Hardcover,270.0,2018.0,,,2023/12/15,to-read,to-read (#2418),to-read,,,,0,0
935,1732969,Evolution and the Levels of Selection,Samir Okasha,"Okasha, Samir",,0199267979,9780199267972,0,3.94,Clarendon Press,Hardcover,276.0,2007.0,2006.0,,2023/12/15,to-read,to-read (#2417),to-read,,,,0,0
936,168134398,Super Cooperators by Martin Nowak (2011-03-17),M.A. Nowak,"Nowak, M.A.",,,,0,3.81,Canongate Books,Hardcover,0.0,,2011.0,,2023/12/15,to-read,to-read (#2416),to-read,,,,0,0
937,7391168,Rewire Your Brain: Think Your Way to a Better Life,John B. Arden,"Arden, John B.",,0470487291,9780470487297,0,3.88,Wiley,Paperback,256.0,2010.0,2010.0,,2023/12/13,to-read,to-read (#2415),to-read,,,,0,0
938,52419870,"Wann sind wir wirklich zufrieden?: Überraschende Erkenntnisse zu Arbeit, Liebe, Kindern, Geld. Auf Basis der größten Langzeitstudie mit über 600.000 Befragungen",Martin Schröder,"Schröder, Martin",,,,0,4.02,,ebook,,2020.0,,,2023/12/11,to-read,to-read (#2414),to-read,,,,0,0
939,6581449,"Freefall: America, Free Markets, and the Sinking of the World Economy",Joseph E. Stiglitz,"Stiglitz, Joseph E.",,0393075966,9780393075960,0,3.88,W. W. Norton & Company,Hardcover,361.0,2010.0,2010.0,,2023/12/09,to-read,to-read (#2413),to-read,,,,0,0
940,10138067,Heuristics: The Foundations of Adaptive Behavior,Gerd Gigerenzer,"Gigerenzer, Gerd","Ralph Hertwig, Thorsten Pachur",0199744289,9780199744282,0,4.11,Oxford University Press,Hardcover,872.0,2011.0,2011.0,,2023/12/09,to-read,to-read (#2412),to-read,,,,0,0
941,40807117,Deviate,Beau Lotto,"Lotto, Beau",,1474601022,9781474601023,5,3.73,Hachette,Paperback,352.0,2018.0,2017.0,2022/11/18,2022/04/29,,,read,,,,1,0
942,7815744,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,"Ariely, Dan",,0061995037,9780061995033,0,4.03,Harper,Hardcover,334.0,2010.0,2010.0,,2023/12/08,to-read,to-read (#2411),to-read,,,,0,0
943,60784561,The Battle for Your Brain: Defending the Right to Think Freely in the Age of Neurotechnology,Nita A. Farahany,"Farahany, Nita A.",,1250272955,9781250272959,0,3.81,St. Martin's Press,Hardcover,288.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2410),to-read,,,,0,0
944,101162068,Right Kind of Wrong: The Science of Failing Well,Amy C. Edmondson,"Edmondson, Amy C.",,1982195061,9781982195069,0,3.9,Simon Element / Simon Acumen,Hardcover,368.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2409),to-read,,,,0,0
945,122765395,Elon Musk,Walter Isaacson,"Isaacson, Walter",,1982181281,9781982181284,0,4.32,Simon & Schuster,Hardcover,688.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2408),to-read,,,,0,0
946,57570032,Career and Family: Women’s Century-Long Journey toward Equity,Claudia Goldin,"Goldin, Claudia",,0691201781,9780691201788,0,4.21,Princeton University Press,Hardcover,344.0,2021.0,2021.0,,2023/12/08,to-read,to-read (#2407),to-read,,,,0,0
947,58772732,"Ways of Being: Animals, Plants, Machines: The Search for a Planetary Intelligence",James Bridle,"Bridle, James",,0374601119,9780374601119,0,4.16,"Farrar, Straus and Giroux",Hardcover,384.0,2022.0,2022.0,,2023/12/08,to-read,to-read (#2406),to-read,,,,0,0
948,62192519,The Good Enough Job: Reclaiming Life from Work,Simone Stolzoff,"Stolzoff, Simone",,059353896X,9780593538968,0,4.12,Portfolio,Hardcover,272.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2405),to-read,,,,0,0
949,60769830,How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,"Imbler, Sabrina",,0316540536,9780316540537,0,4.09,"Little, Brown and Company",Hardcover,263.0,2022.0,2022.0,,2023/12/08,to-read,to-read (#2404),to-read,,,,0,0
950,75494215,Eve: How the Female Body Drove 200 Million Years of Human Evolution,Cat Bohannon,"Bohannon, Cat",,0385350546,9780385350549,0,4.25,Knopf,Hardcover,615.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2403),to-read,,,,0,0
951,60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,0593652886,9780593652886,0,3.95,Penguin Press,Hardcover,406.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2402),to-read,,,,0,0
952,61358638,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,0593239911,9780593239919,0,4.27,Crown,Hardcover,284.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2401),to-read,,,,0,0
953,4997659,"Play: How It Shapes the Brain, Opens the Imagination, and Invigorates the Soul",Stuart M. Brown Jr.,"Jr., Stuart M. Brown",Christopher Vaughan,1583333339,9781583333334,0,3.89,Avery,Hardcover,240.0,2009.0,2009.0,,2023/12/08,to-read,to-read (#2400),to-read,,,,0,0
954,309552,The Taming Of Chance (Ideas in Context),Ian Hacking,"Hacking, Ian",,0521380146,9780521380140,0,3.89,Cambridge University Press,Hardcover,284.0,1990.0,1990.0,,2023/12/08,to-read,to-read (#2399),to-read,,,,0,0
955,57693564,Fantastic Numbers and Where to Find Them: A Cosmic Quest from Zero to Infinity,Antonio  Padilla,"Padilla, Antonio",,0374600562,9780374600563,0,3.73,"Farrar, Straus and Giroux",Hardcover,352.0,2022.0,2022.0,,2023/12/08,to-read,to-read (#2398),to-read,,,,0,0
956,6732000,"Mathletics: How Gamblers, Managers, and Sports Enthusiasts Use Mathematics in Baseball, Basketball, and Football",Wayne L. Winston,"Winston, Wayne L.",,069113913X,9780691139135,0,3.78,Princeton University Press,Hardcover,376.0,2009.0,2009.0,,2023/12/08,to-read,to-read (#2397),to-read,,,,0,0
957,17736395,Enquête sur les modes d'existence : Une anthropologie des modernes,Bruno Latour,"Latour, Bruno",,2707173479,9782707173478,0,3.91,La Découverte,Paperback,487.0,2012.0,2012.0,,2023/12/08,to-read,to-read (#2396),to-read,,,,0,0
958,12889728,Survivors: The Animals and Plants That Time Has Left Behind,Richard Fortey,"Fortey, Richard",,0007209878,9780007209873,0,3.87,HarperCollins Publishers,Paperback,352.0,2012.0,2011.0,,2023/12/08,to-read,to-read (#2395),to-read,,,,0,0
959,7172066,A Renegade History of the United States,Thaddeus Russell,"Russell, Thaddeus",,141657106X,9781416571063,0,3.81,Free Press,Hardcover,400.0,2010.0,2010.0,,2023/12/08,to-read,to-read (#2394),to-read,,,,0,0
960,50209346,Revolt: The Worldwide Uprising Against Globalization,Nadav Eyal,"Eyal, Nadav",,0062973363,9780062973368,0,3.98,Ecco,Kindle Edition,528.0,2021.0,,,2023/12/08,to-read,to-read (#2393),to-read,,,,0,0
961,39218372,"The Written World: The Power of Stories to Shape People, History, and Civilization",Martin Puchner,"Puchner, Martin",,0812988272,9780812988277,0,3.93,Random House Trade Paperbacks,Paperback,480.0,2018.0,2014.0,,2023/12/08,to-read,to-read (#2392),to-read,,,,0,0
962,36738594,First in Fly: Drosophila Research and Biological Discovery,Stephanie Elizabeth Mohr,"Mohr, Stephanie Elizabeth",,0674971019,9780674971011,0,4.14,Harvard University Press,Hardcover,272.0,2018.0,,,2023/12/08,to-read,to-read (#2391),to-read,,,,0,0
963,50622186,"Human Hacking: Win Friends, Influence People, and Leave Them Better Off for Having Met You",Christopher Hadnagy,"Hadnagy, Christopher",Seth Schulman,,,0,3.77,Harper Business,Kindle Edition,255.0,2021.0,2021.0,,2023/12/08,to-read,to-read (#2390),to-read,,,,0,0
964,58113004,"What is History, Now?",Suzannah Lipscomb,"Lipscomb, Suzannah",Helen Carr,1474622453,9781474622455,0,4.1,W&N,Hardcover,352.0,2021.0,2021.0,,2023/12/08,to-read,to-read (#2389),to-read,,,,0,0
965,60165431,Beyond Measure: The Hidden History of Measurement from Cubits to Quantum Constants,James  Vincent,"Vincent, James",,1324035854,9781324035855,0,3.85,W. W. Norton & Company,Hardcover,432.0,2022.0,2022.0,,2023/12/08,to-read,to-read (#2388),to-read,,,,0,0
966,61965263,Quantum Supremacy,Michio Kaku,"Kaku, Michio",,0385548362,9780385548366,0,3.78,Doubleday,Hardcover,352.0,2023.0,2023.0,,2023/12/08,to-read,to-read (#2387),to-read,,,,0,0
967,15811501,The Myths of Happiness,Sonja Lyubomirsky,"Lyubomirsky, Sonja",,1594204373,9781594204371,0,3.66,The Penguin Press HC,Hardcover,320.0,2013.0,2012.0,,2023/12/08,to-read,to-read (#2386),to-read,,,,0,0
968,102189673,Learning to Imagine: The Science of Discovering New Possibilities,Andrew Shtulman,"Shtulman, Andrew",,0674248171,9780674248175,0,3.95,Harvard University Press,Hardcover,352.0,2023.0,,,2023/12/08,to-read,to-read (#2385),to-read,,,,0,0
969,23880424,The Psychology of Passion: A Dualistic Model (Series in Positive Psychology),Robert J. Vallerand,"Vallerand, Robert J.",,0199777608,9780199777600,0,4.25,Oxford University Press,Hardcover,416.0,2015.0,2015.0,,2023/12/08,to-read,to-read (#2384),to-read,,,,0,0
970,60320709,Mathematical Intelligence: A Story of Human Superiority Over Machines,Junaid Mubeen,"Mubeen, Junaid",,1639362568,9781639362561,0,4.26,Pegasus Books,Hardcover,352.0,2022.0,,,2023/12/08,to-read,to-read (#2383),to-read,,,,0,0
971,63130305,Nature's Evil: A Cultural History of Natural Resources (New Russian Thought),Alexander Etkind,"Etkind, Alexander",Sara Jolly,1509547592,9781509547593,0,3.9,Polity,Paperback,368.0,2023.0,2019.0,,2023/12/08,to-read,to-read (#2382),to-read,,,,0,0
972,59251454,"Erzählende Affen - Mythen, Lügen, Utopien",Samira El Ouassil,"Ouassil, Samira El",Friedemann Karig,3550201672,9783550201677,0,4.14,Ullstein Verlag GmbH,Hardcover,528.0,2021.0,2021.0,,2023/12/08,to-read,to-read (#2381),to-read,,,,0,0
973,18808918,Plaidoyer pour l'altruisme: La force de la bienveillance,Matthieu Ricard,"Ricard, Matthieu",,2841116239,9782841116232,0,4.24,NIL,Paperback,924.0,2013.0,2013.0,,2023/12/08,to-read,to-read (#2380),to-read,,,,0,0
974,61965394,The Earth Transformed: An Untold History,Peter Frankopan,"Frankopan, Peter",,0525659161,9780525659167,0,3.91,Knopf,Hardcover,736.0,2023.0,2023.0,,2023/12/03,to-read,to-read (#2379),to-read,,,,0,0
